defo,D_fedge,D_road,D_rivers,D_villages,elevation,slope,geotype,soiltype,protectedarea
0,29.72628736732072,332.3500767057654,1093.0225518387647,1133.1139440519996,93,9.378318,18,575,0
0,0.0,59.50408254770214,1051.4726653561713,361.9492037209348,30,2.9334242,26,887,0
0,42.098685447484584,347.15472533196566,210.49347073176196,949.7898319383692,111,12.123151,26,45,0
0,0.0,29.799063607679543,0.0,42.14223989999894,207,7.963561,17,45,0
0,29.722767908270356,398.77273580852886,704.6238890011974,1378.8287768604328,283,20.866962,17,885,0
0,0.0,2459.5222266228766,606.731286086044,3808.138212148065,19,0.93716735,18,1,1
0,0.0,148.8487005954211,454.4153611340293,998.0635589358933,52,9.599646,18,210,0
0,0.0,358.7317077013845,1714.7329046251202,1563.9590245803777,377,18.39427,27,153,0
0,433.7094462760322,446.8092598743592,216.85470076222876,1014.5183357698774,1345,41.09482,14,45,0
0,0.0,151.98597572278254,433.99504627969253,388.6344564274458,178,11.142732,18,212,1
0,0.0,119.10462263410476,66.58150816107958,998.7226224161935,15,2.0871632,23,161,0
0,66.54564413923913,484.4595519071556,1355.3109969890934,2591.8650097605005,419,9.28225,26,210,0
0,0.0,84.24846124800293,29.786329126497467,339.61640473947085,164,2.6317606,30,207,0
0,547.4952438078229,84.23005489988417,199.76911569349488,2177.188065584782,989,44.17772,26,45,0
0,0.0,1240.3256855166485,2601.5929373219474,4782.603766986367,728,16.168728,28,45,0
0,0.0,118.92007968195489,190.36501113224276,1866.136086361942,210,10.992985,18,45,0
0,0.0,294.41676799456786,4858.741455573088,745.8900704885526,56,2.0776055,21,108,0
0,339.0293726616379,1938.4743997941337,122.59988578554594,2207.7993499835075,442,22.032898,17,45,0
0,0.0,119.24208487227779,992.739591937333,1077.3111578985047,223,5.8491726,18,212,0
0,418.307496783448,6375.650376329572,397.6239233545036,6505.3575387639785,970,16.66247,27,213,1
0,0.0,0.0,484.84898023030956,893.5210828722003,118,5.9360375,17,207,0
0,66.6015625,29.785121157766213,274.60524867988056,1115.2529427088293,512,2.0861278,30,207,0
0,280.64259943159493,5847.668228141957,1928.1236731090958,4082.7509351821195,1067,26.969584,26,45,0
0,484.10462558540337,3751.3905648009695,1948.25637966322,3808.361573051297,166,4.645946,18,45,0
0,29.731662259662784,210.23457096562774,1351.4011661747509,535.9950898927715,4,7.6085043,23,0,0
0,180.79699484429094,695.7938402395025,462.378874420904,870.1231259617779,173,15.130232,17,575,0
0,59.534778848821844,498.99232308821803,953.0213650753267,2295.1793806328574,345,35.102818,18,94,0
0,42.10711090852114,578.1108117980267,892.2336222480758,1033.5558273820675,329,23.182941,26,161,0
0,0.0,232.46240481703768,869.2852774991405,280.79075982956425,358,8.2891,18,45,0
0,119.03289083930751,119.03287853309689,884.7754777321157,2166.4310903958135,334,22.290787,26,210,0
0,29.77916461251946,1532.9765875634168,786.756421795417,2084.754579058942,764,41.222725,24,45,0
0,0.0,89.33031177629898,602.1979171002365,946.3205733595127,27,3.8203866,23,210,0
0,0.0,306.6363473029652,173.66414351042917,840.8138579891635,454,9.51924,30,45,0
0,94.04331069836587,1131.6503978910073,8727.555454572976,1622.6222124950782,159,6.464861,21,108,0
0,0.0,119.10925099199893,762.6713319293409,776.4973155489255,352,8.796082,26,210,0
0,0.0,373.0004414819145,320.61845296678183,1595.612142602061,65,1.3173828,23,94,0
0,132.81794566041566,2346.972073571293,356.38789683126515,5282.247616078166,327,19.257801,19,1013,0
0,42.046625324416645,199.44462838100972,479.40522282906056,2611.802524012579,265,17.118368,18,888,0
0,188.35477687772152,1638.2533330209637,2084.70514568214,3141.2073732239774,1480,43.366867,22,210,0
0,29.77927836469304,240.08820121020432,507.12280206765814,650.3892119917083,277,5.8890123,30,433,0
0,297.11819808421785,1470.6598453957242,519.7445041646664,1788.8881942926694,195,15.198854,28,1002,0
0,254.07576853132835,2034.7807832632736,292.8787011609926,6130.506931272079,56,3.3518872,18,45,0
0,29.782983783477352,653.191761362478,303.7279996212174,1789.459036465623,293,19.052893,26,45,0
0,59.5476560398791,1111.6447403224304,867.0268696951886,1167.6503083345249,415,22.689142,26,210,0
0,0.0,148.65171631593049,188.03120066062175,567.9974105131196,26,1.8760469,18,236,0
0,29.725015358884804,107.17505593535323,1106.2338141857485,678.4860211860109,671,12.712072,18,45,0
0,89.29350694927813,833.937318271382,543.1511421400197,1869.7223557908649,79,8.705342,26,210,0
0,151.62651998413733,5113.018807394324,837.9125587892557,4229.683360094483,817,18.314236,16,45,0
0,41.97801141529709,844.7910667207204,1712.8878155264872,2606.864566388648,3,2.0979843,19,1002,1
0,267.60810951980085,678.6964495306195,964.8746606890679,3434.915080302091,1110,13.744625,17,45,0
0,0.0,418.0741723065474,911.2932426082384,2169.5163112501077,161,26.276863,26,210,0
0,42.102079319290304,724.963011835965,480.95977538874513,786.5316688869618,375,29.180101,17,210,0
0,245.1134139400767,210.18299667157606,866.6066959857532,4211.7442051667695,1051,29.897133,28,45,1
0,84.20359035638712,2130.2008414701186,66.5687762959412,2771.8522234522584,534,14.219181,17,45,0
0,29.828093283443064,520.9252184247927,440.40648934193985,1650.0084794260101,141,31.783693,17,45,0
0,29.789900493065073,59.57979483956789,999.1835351007372,1267.3842190863286,14,4.1656423,18,45,0
0,0.0,591.2431140587389,1489.319888562813,1971.5355450190182,131,8.340181,26,210,0
0,0.0,29.778941206085026,476.4630592973604,2624.09758966682,23,0.92740995,23,161,0
0,126.10560759767236,449.7964180470853,1655.9953300668228,2911.374732599389,775,11.330659,26,45,1
0,173.45567331589,1487.3704869924547,0.0,1352.1171273052303,57,21.972141,18,45,0
0,520.1883057250383,2362.305588375707,3482.91328235043,3089.7041079380683,1505,13.866466,25,45,0
0,29.77331450053313,1998.363725640569,2690.8222160228624,4884.275214511745,1501,19.482756,26,161,0
0,214.43782390769036,1367.9099428750442,627.3063447168938,6952.713772644556,95,16.78782,18,45,0
0,0.0,122.90779118622767,42.15702458285793,1027.8882001650636,185,17.449179,11,213,0
0,0.0,1856.4605547605463,298.2674887966284,405.6876452581921,312,24.114374,17,213,0
0,0.0,232.5606749416093,595.5268642922417,863.5139532237504,35,5.85056,23,210,0
0,266.35317469832233,717.1778219662907,357.3502581939042,2998.3960537293156,958,31.74735,27,45,0
0,252.13253350792513,1508.7039799837307,3159.2111530214306,6234.086146660501,504,2.638388,28,45,0
0,0.0,626.860429187123,1663.8685968674333,1641.0029345386774,18,26.590446,17,0,0
0,320.09372826259323,766.9823852267058,59.43992749380462,2289.2090254671534,441,22.673359,26,45,0
0,0.0,338.98450463814066,1686.5576478326766,470.0869281002218,10,1.8759743,18,575,0
0,0.0,29.83007806105955,1375.0986542422786,173.9377501935184,28,5.87059,0,213,0
0,0.0,122.75828384447792,397.2247943311763,320.66779266392365,53,17.326605,18,210,0
0,29.74305041268569,199.52242709423476,858.4360805170622,984.6700745740771,64,4.677262,21,108,0
0,29.822768516230283,2867.951735001284,1109.8717938864588,2314.8691830018433,843,17.960835,17,213,0
0,0.0,655.6983043728434,210.74941701570836,1380.6901882297939,526,32.948517,17,45,0
0,178.40701975333153,2249.2343366026025,997.3257661250186,2355.040725919564,337,13.074648,17,45,0
0,0.0,89.33364154515783,178.66728309031566,107.36567507166221,849,10.275548,18,45,0
0,0.0,29.77155452750788,655.6504767079956,720.0778385048795,21,0.93560994,23,94,0
0,0.0,84.06546521257258,670.5505427143227,1265.5273320966605,23,6.543867,23,236,0
0,148.45164406297425,1544.1829834659432,838.1934993097693,1755.7510780701607,324,26.75878,22,1002,0
0,0.0,29.758458577916862,42.084815716208,404.7587967329615,412,5.952725,16,45,0
0,509.82639364803015,3008.786871195648,2369.0460045253694,754.7809595339564,229,10.474392,14,213,0
0,178.4832273665284,1166.226884442343,7409.203257413577,3171.810615340999,220,16.656193,21,45,0
0,0.0,178.6293825181852,358.49710069066566,804.3833576470677,24,2.6331105,23,161,0
0,274.9430377573334,8052.647639350678,2112.2984706045822,2924.965649212357,1104,34.55251,26,213,0
0,513.3432450431634,1464.3859253303633,1518.926342843968,7457.15563660828,88,19.395983,18,45,0
0,151.75190766343658,321.9143756255303,1479.9924454779743,8597.270886695309,618,20.56135,27,45,0
0,0.0,66.58712499307768,245.56118366279918,316.5515785073086,13,3.8203568,23,161,0
0,84.23934407296719,240.11911615155975,379.0771135373547,2488.984391429816,775,35.280293,24,45,0
0,446.9634709462861,428.7947247992039,1434.8368129545502,1040.1799428351628,592,13.915684,17,45,0
0,0.0,84.07042539312651,620.642477764033,498.25470841284226,384,23.374565,17,575,0
0,1360.9775314774756,3659.661850947605,1837.6546092480557,5651.821686585054,888,14.294506,28,45,0
0,0.0,199.85664876033255,1239.1828534510591,2299.268494301333,59,6.5538025,19,94,0
0,29.769377224129162,199.6990877469716,133.13272516464772,336.80211410040175,985,19.166765,28,45,0
0,0.0,178.85729201853394,357.7145840370679,1729.2107826187928,367,6.724362,17,212,0
0,0.0,806.5704114417297,491.46136962332173,1059.7387606021855,94,11.724626,19,1002,1
0,442.8421694833882,687.7275029298543,666.097479390803,1092.4810945808636,474,42.28685,27,210,0
0,122.84651594364485,119.17861382054878,126.40800900738424,868.6559551024565,493,26.513,14,45,1
0,29.768247505862895,269.56291820299987,674.8927807458972,512.1522424373379,254,19.08198,26,45,0
0,29.738851558057643,536.1246968306513,6256.4767927252915,1138.6522753458978,71,1.3187529,21,108,0
0,0.0,84.17816740216848,208.330335492754,652.7201372063286,96,9.129539,18,45,0
0,107.42979942361997,160.45455774174087,1282.5986206684936,199.87538613573747,557,35.218704,14,209,0
0,266.13443794913127,1787.5146650062218,495.21758394097435,1817.2328895207293,415,25.82226,17,45,0
0,84.07606187071026,93.99988182547426,1486.5658557827505,1591.3488720786575,754,3.9525394,18,320,0
0,0.0,0.0,160.37099608182692,1125.7525570760138,35,0.92740995,23,94,0
0,0.0,245.68294680657527,5112.330953902198,1580.1758577623814,65,4.7516747,21,153,1
0,299.3531348030387,2430.4963550395114,865.867488634107,2812.758605222361,747,16.269157,27,45,0
0,0.0,148.8034141230889,513.7490400690546,1473.0786446620477,142,11.030871,18,45,0
0,66.54509382154893,59.519753647161124,687.0601088257479,3119.1133676211966,369,2.0770435,26,210,0
0,627.4422184454861,6081.170186543665,1343.740244445874,4782.714881803535,1033,33.886948,16,45,0
0,0.0,292.43772238233555,432.33008285002484,1765.6460770312767,166,11.116736,19,1002,1
0,0.0,59.513374941058416,414.4626969323506,1289.1893822024729,49,5.9531674,18,210,0
0,238.26927223993866,238.26924764853732,280.9784483332029,303.73488581224086,1057,30.156244,30,45,0
0,0.0,94.07512957675272,210.35838472572007,266.08464825889996,36,5.9416366,18,45,0
0,0.0,244.96498922757436,190.2135674259598,932.3257466747326,14,2.0952523,23,82,0
0,0.0,252.90605982786622,377.0100944644918,1500.9547926405983,72,3.3553421,23,213,0
0,239.59994925114725,968.0278240019716,651.7824863755534,996.3531635242816,118,11.330873,26,1003,0
0,216.58768271579805,7935.440123928175,761.9872328121712,7451.026535279778,792,9.135182,17,45,0
0,0.0,66.48833850920659,536.0461223173476,107.20922446346952,17,7.9869304,23,1,0
0,0.0,29.730197502786414,216.43910485029832,525.9808869461106,14,2.6369064,23,236,0
0,84.17924340080071,238.09490459426047,724.7487266189847,665.4954897113668,353,15.194306,17,45,0
0,29.760505424227404,42.087706043451696,239.93684064770045,1903.2766154713297,312,9.25084,26,210,0
0,151.69040109118018,2894.373883606019,266.08253793172435,3037.5976004083946,309,10.342381,28,45,0
0,0.0,208.10265208822386,771.8084396118345,715.9679334908159,34,1.8762287,23,575,0
0,0.0,29.666129232389125,2660.871540327713,1980.5335391584372,27,24.968424,0,1002,0
0,42.15925848697858,1597.8858432982283,1456.1736086790206,1894.8228731739348,403,19.921124,11,213,0
0,216.41102727691762,4687.44072123976,1090.5964676604437,5912.853812872625,536,24.28259,18,45,0
0,0.0,766.0312787235977,421.36724362948087,1423.0115204785066,406,14.818179,14,583,0
0,59.45906056113316,404.3652874636576,1819.0972719361725,1429.8017323088468,219,6.7119784,18,45,0
0,0.0,0.0,29.790493630387992,979.9215982021453,141,6.692519,30,207,0
0,151.74804887349973,4904.6656768128605,786.2564893008982,1934.416055813678,574,32.326046,16,45,0
0,0.0,614.5345660327994,716.6642984513771,955.7590261996532,405,35.032135,18,212,0
0,667.4391858690169,1665.6220321084897,850.4975328987127,3806.438532627755,401,24.03247,26,1002,0
0,0.0,29.788480603417092,89.36544181025127,1474.4545645144117,50,4.6401143,23,207,0
0,0.0,414.7781795519406,216.7968516328816,930.3362536856632,999,23.910883,25,45,0
0,29.774170361290086,267.96750557746765,960.1880436151881,1198.3871164645436,1086,17.35935,17,45,0
0,320.7683475090269,1430.1846708978157,572.8795629557261,4289.6236095571285,1209,26.308537,27,210,0
0,0.0,476.2578903545851,306.46094317609675,1582.090880917072,49,5.2561355,25,210,0
0,0.0,84.16299174629845,476.0977775100405,336.6519669851938,37,1.8727161,18,210,0
0,0.0,107.3064260302374,751.144982211662,1185.9852923917445,161,3.7047918,18,45,0
0,0.0,84.17254066239477,846.9698524199094,310.69816735264,162,14.032552,18,45,0
0,94.29467103368866,451.2371640395428,493.58550946251165,1620.1129612851748,411,10.780451,17,213,0
0,29.768338746043906,148.8416783526837,357.22002804644086,892.057240381573,189,22.04712,17,210,0
0,29.783434632621287,178.70058935203775,702.9142245277563,293.3327822708965,1183,25.052721,30,433,0
0,0.0,387.37208779081396,0.0,1416.4576081982666,9,1.3200797,23,82,0
0,0.0,1102.3930823420499,1719.320621009109,1513.6614747021733,18,6.553455,27,0,0
0,181.23651805327262,1487.6677802444474,1559.6246813668074,1826.2718100496786,775,31.003784,14,583,0
0,316.18991176622694,4151.057750619065,2147.5968335809525,3972.108448303677,111,8.70869,18,45,0
0,0.0,864.854930553859,1320.5292467246147,2291.09057049198,121,16.653605,26,575,0
0,0.0,29.776628133618697,254.4116222965655,1326.64820215101,728,14.8786,26,45,0
0,29.79162557816951,347.4270353928649,160.4327970617195,339.6767585410705,147,17.738733,18,213,0
0,520.2235900246777,3955.067648620384,453.7159739953992,4807.311434899626,325,27.984446,27,213,0
0,29.787746045196588,59.575485943386354,333.0370909049877,450.77034682708813,158,1.3165097,30,207,0
0,0.0,59.458446706633914,1070.6648669799781,274.0898963866956,10,2.7802885,23,575,0
0,237.3890365781453,2540.5198819832044,390.29560627596146,4207.485707884896,246,26.207117,19,1020,0
0,66.59801585131521,481.16773431912975,173.66636012386473,4089.8986305266053,394,32.700157,24,45,0
0,0.0,836.6344388107041,2231.3763744411344,931.8448336533007,19,12.084529,23,0,1
0,0.0,84.23099690638685,254.4417520053936,865.6758493850318,24,0.92740995,23,94,0
0,470.23550423522823,274.1920320628908,2379.4099914494914,2674.9743878145573,206,7.238014,18,45,0
0,94.10536165276066,66.54255542229278,1305.320043239666,4142.561347193157,594,17.382175,26,210,0
0,29.75857651126079,547.1048856109539,851.1162741420087,1620.4087950532537,79,3.947975,18,210,0
0,320.36028111611597,4591.1984614785615,29.744701266241837,5538.987317802316,636,6.53354,16,45,0
0,29.76025931788849,386.88345111743297,753.4697405758103,4644.98543795468,779,8.80527,26,210,0
0,0.0,29.79198922647349,178.75193535884094,66.6169130953361,19,7.2274404,23,94,0
0,0.0,29.72353282031449,199.3915197530077,178.34119692188693,9,0.9387166,23,307,0
0,66.504938157376,122.62903410238056,210.30705845950732,829.5807106711065,59,2.933633,18,888,0
0,0.0,4307.076193336389,1957.532511107659,3646.916362174728,552,25.606295,17,885,0
0,29.732805684743557,4431.683800114717,265.93826197011873,4587.049585021594,88,11.565304,18,45,0
0,0.0,254.01795331328205,332.3976838289397,1254.3333910326135,20,5.9067774,23,575,0
0,0.0,59.44405318435457,2808.5349318315184,751.914405658982,21,2.0781476,21,575,0
0,29.782888489489125,254.4651633291766,84.23874704615596,865.7555006900608,476,13.211893,30,45,0
0,107.11219395907527,4264.0458920927485,925.2371152750098,991.5389389879234,926,37.154648,26,45,0
0,29.685002978869125,93.8722477698664,2285.745862649784,1217.0854593330018,34,6.6244116,26,153,1
0,494.35221476559843,1070.9480292696207,413.7114919946006,4630.67746383927,297,21.001202,16,45,0
0,29.79150880002608,559.7315750940146,991.6589460757319,1025.970322564548,385,28.43987,27,213,0
0,0.0,266.3556770179444,804.0456900068879,1101.840390009439,985,23.614399,25,45,0
0,119.13691490124923,160.39296930367857,3585.135171688759,549.1940039321971,224,24.604582,17,210,0
0,29.733944960434634,416.27518633917964,630.0509325541108,725.8980304998724,127,9.232587,23,888,0
0,29.695610528628112,1411.7130131835568,1987.831967396396,2028.4512079664587,312,10.027197,26,153,0
0,0.0,0.0,963.0280232853104,429.8533770732178,613,28.155218,17,45,0
0,29.784564799455584,2157.069283962151,702.9411150606256,2239.395705931978,242,18.266485,26,210,0
0,0.0,0.0,29.712300496280157,1485.912118112611,75,7.1044583,16,1003,0
0,0.0,1128.7521303750314,226.21895046570413,1170.2020237408528,501,10.447405,26,45,0
0,0.0,979.7861083186468,5012.155413106405,1285.2929666546206,8,2.0971029,16,0,1
0,29.696207604570485,1354.6807847476296,856.569475071929,1714.1681715945529,217,13.915417,26,153,0
0,42.11666796771945,226.80524495836733,1736.5150648101214,266.36925146307715,80,7.450507,18,208,0
0,29.736889426660575,594.7379322086431,3544.6829803887285,613.0418285144178,59,5.904459,18,575,0
0,303.3024979676849,3777.490355673596,1809.0897774167831,3568.9503282215205,611,22.375244,17,45,0
0,0.0,310.3940141670933,1114.3926797214253,874.901244915386,4,1.3191442,23,228,0
0,29.807676168962754,1413.9020810680747,149.0383654875718,1641.5884197495902,286,41.487038,11,213,0
0,29.81514908958825,2255.3340787751968,1620.2001909682263,3112.3643418643633,899,11.578545,26,213,0
0,29.721751417509346,237.77406883951832,107.16332464707345,1730.2556936068115,37,13.767298,16,1003,0
0,59.471026378528435,1803.1099424942674,584.2100792934394,2032.482478014878,194,3.7047918,17,45,0
0,0.0,107.37945696603383,322.1383708981015,1052.5209435198199,134,9.2409525,17,208,0
0,168.0401912025067,1363.2242442863026,1053.6064929411614,2277.0837882821575,290,11.03116,16,1002,1
0,0.0,93.89660737202684,1367.7999723213284,683.5776198989824,68,2.8201277,23,1019,0
0,122.58575128642413,0.0,126.13968436104128,1766.456064437463,344,6.539483,11,108,0
0,66.54710704496993,746.3962625833143,1012.3036735476304,924.0227210483906,202,5.9521456,16,210,0
0,292.27948491511694,2060.326771419839,315.46545462849787,2395.538330994449,99,17.580757,19,1020,0
0,107.23128831799018,767.5150801876335,588.8339423140396,1044.3145791017723,61,2.6359482,18,45,0
0,29.76614992975452,3031.1828345087833,426.18649651246614,1054.9152592040568,464,19.932642,16,45,0
0,0.0,569.817050418172,686.6365902927881,1490.6827473418534,499,22.446695,26,45,0
0,0.0,303.7116769484567,1079.5493561565074,480.21032557319023,269,13.06736,17,210,0
0,29.757093593639567,536.4535783377959,310.6731458105641,803.9923123423905,100,6.592425,18,210,0
0,0.0,66.5815677464433,455.4880038544083,1204.7400676304408,86,2.7802885,18,210,0
0,244.69581523227467,534.950633400673,167.85992113962166,3389.825024435489,250,16.091074,19,1020,0
0,0.0,841.120845462983,445.79315650995954,1927.1926835969132,4,2.0782204,23,1,0
0,0.0,802.7609123502843,281.26274949400903,928.5452692996028,708,24.12993,17,213,0
0,107.33163766725977,760.6986149267428,971.9292161701476,2094.1836364001865,330,4.7595253,26,45,0
0,252.2292658258801,1387.2612974305284,1212.9319931803952,2070.1423109588554,215,7.6086965,26,45,0
0,417.3758361753192,1702.28594998178,2545.928960487819,2706.702663758537,149,4.9898376,21,108,0
0,0.0,548.5589987391113,1487.7869023557403,1511.3946741211953,29,2.6351056,23,887,0
0,733.6440278297864,6209.921874778855,1373.486593396969,9622.203764161968,919,24.883022,16,45,0
0,59.45200393161171,679.1593885809548,29.72599888591845,793.1885822130353,86,13.648223,18,575,0
0,0.0,1515.6152826685914,187.98893932514687,1682.7372893149643,142,22.290947,18,228,0
0,29.761687731723566,254.28402401284288,122.71060748149102,1407.6368821251258,456,33.326443,18,45,0
0,280.7272306263443,320.4930546762333,1918.5787948640657,2070.200021119072,203,7.4367642,26,210,0
0,93.7971951518774,1631.3700351325326,1635.947627789209,7421.011120809332,152,17.961313,19,1020,0
0,0.0,519.3952268478824,42.05939607093239,1523.4561203990254,852,3.7454648,30,45,0
0,0.0,339.2870791024887,199.61901196771024,479.8243888046926,20,5.6017113,16,575,0
0,0.0,148.69881911485493,1458.46179008977,900.0885811171154,39,2.9336774,18,108,0
0,659.5512154382955,6532.66821189281,1456.741677617421,9642.363405042983,866,25.025442,16,45,0
0,0.0,0.0,2335.9718100532123,373.1721806075508,171,5.946738,21,210,0
0,641.4414770320292,8339.111802610221,387.4258962346764,10129.451660950757,718,37.71367,28,45,0
0,29.737564693603442,148.68780807456787,321.6609096295218,952.0665076930292,44,1.8543341,18,575,0
0,0.0,245.55907094672506,66.58655210249617,1078.619935307961,329,18.821777,26,45,0
0,0.0,132.73868353072044,2288.5396319160795,1317.3938186391615,56,10.263522,19,1020,0
0,29.668095014955142,239.1917957391636,1300.3291050942357,1070.1095731728556,54,2.9351645,27,1020,0
0,0.0,1388.7716186488867,133.35707287848948,387.6541243077048,300,30.351402,26,213,0
0,190.4698307047376,6027.369675971056,297.4638690966833,4862.874700313812,562,13.653373,17,45,0
